Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Protein families
A0A0B2RQU5	A0A0B2RQU5_GLYSO	unreviewed	Beta-glucosidase 18 (EC 3.2.1.21)	glysoja_001537	Glycine soja (Wild soybean)	225	Glycosyl hydrolase 1 family
A0A0B2RL45	A0A0B2RL45_GLYSO	unreviewed	Beta-glucosidase 12 (EC 3.2.1.21)	glysoja_050009	Glycine soja (Wild soybean)	440	Glycosyl hydrolase 1 family
A0A0B2QKY1	A0A0B2QKY1_GLYSO	unreviewed	Beta-glucosidase 42 (EC 3.2.1.21) (Fragment)	glysoja_008988	Glycine soja (Wild soybean)	380	Glycosyl hydrolase 1 family
A0A0B2S5K0	A0A0B2S5K0_GLYSO	unreviewed	Hydroxyisourate hydrolase (EC 3.2.1.21)	glysoja_016874	Glycine soja (Wild soybean)	511	Glycosyl hydrolase 1 family
A0A0B2P194	A0A0B2P194_GLYSO	unreviewed	Beta-glucosidase 46 (EC 3.2.1.21)	glysoja_009931	Glycine soja (Wild soybean)	554	Glycosyl hydrolase 1 family
A0A0B2QVE6	A0A0B2QVE6_GLYSO	unreviewed	Beta-glucosidase 44 (EC 3.2.1.21)	glysoja_033611	Glycine soja (Wild soybean)	450	Glycosyl hydrolase 1 family
A0A0B2P7S5	A0A0B2P7S5_GLYSO	unreviewed	Beta-glucosidase 40 (EC 3.2.1.21)	glysoja_031136	Glycine soja (Wild soybean)	99	Glycosyl hydrolase 1 family
A0A0B2PM93	A0A0B2PM93_GLYSO	unreviewed	Hydroxyisourate hydrolase (EC 3.2.1.21)	glysoja_024596	Glycine soja (Wild soybean)	403	Glycosyl hydrolase 1 family
A0A0B2PA60	A0A0B2PA60_GLYSO	unreviewed	Beta-glucosidase 12 (EC 3.2.1.21)	glysoja_031662	Glycine soja (Wild soybean)	517	Glycosyl hydrolase 1 family
A0A0B2R4M4	A0A0B2R4M4_GLYSO	unreviewed	Vicianin hydrolase (EC 3.2.1.21)	glysoja_008526	Glycine soja (Wild soybean)	542	Glycosyl hydrolase 1 family
A0A0B2PT59	A0A0B2PT59_GLYSO	unreviewed	Beta-glucosidase 31 (EC 3.2.1.21)	glysoja_026693	Glycine soja (Wild soybean)	222	Glycosyl hydrolase 1 family
A0A0B2R1N8	A0A0B2R1N8_GLYSO	unreviewed	Beta-glucosidase-like SFR2, chloroplastic (EC 3.2.1.21)	glysoja_041658	Glycine soja (Wild soybean)	260	Glycosyl hydrolase 1 family
A0A0B2SQQ1	A0A0B2SQQ1_GLYSO	unreviewed	Vicianin hydrolase (EC 3.2.1.21) (Fragment)	glysoja_031247	Glycine soja (Wild soybean)	429	Glycosyl hydrolase 1 family
A0A0B2QG59	A0A0B2QG59_GLYSO	unreviewed	Beta-glucosidase 40 (EC 3.2.1.21)	glysoja_029539	Glycine soja (Wild soybean)	503	Glycosyl hydrolase 1 family
A0A0B2RYB1	A0A0B2RYB1_GLYSO	unreviewed	Beta-glucosidase 18 (EC 3.2.1.21)	glysoja_001538	Glycine soja (Wild soybean)	529	Glycosyl hydrolase 1 family
A0A0B2RXI2	A0A0B2RXI2_GLYSO	unreviewed	Cyanogenic beta-glucosidase (EC 3.2.1.21)	glysoja_038763	Glycine soja (Wild soybean)	113	Glycosyl hydrolase 1 family
A0A0B2QN99	A0A0B2QN99_GLYSO	unreviewed	Cyanogenic beta-glucosidase (EC 3.2.1.21)	glysoja_020806	Glycine soja (Wild soybean)	295	Glycosyl hydrolase 1 family
A0A0B2SW01	A0A0B2SW01_GLYSO	unreviewed	Vicianin hydrolase (EC 3.2.1.21)	glysoja_031246	Glycine soja (Wild soybean)	436	Glycosyl hydrolase 1 family
A0A0B2QNY1	A0A0B2QNY1_GLYSO	unreviewed	Beta-glucosidase 12 (EC 3.2.1.21) (Fragment)	glysoja_008786	Glycine soja (Wild soybean)	523	Glycosyl hydrolase 1 family
A0A0B2R9R7	A0A0B2R9R7_GLYSO	unreviewed	Cyanogenic beta-glucosidase (EC 3.2.1.21) (Fragment)	glysoja_012901	Glycine soja (Wild soybean)	113	Glycosyl hydrolase 1 family
U5DDI2	U5DDI2_AMBTC	unreviewed	Beta-glucosidase (EC 3.2.1.21)	AMTR_s00066p00171930	Amborella trichopoda	527	Glycosyl hydrolase 1 family
A0A0B2P7I6	A0A0B2P7I6_GLYSO	unreviewed	Beta-glucosidase 40 (EC 3.2.1.21)	glysoja_031135	Glycine soja (Wild soybean)	223	Glycosyl hydrolase 1 family
A0A0B2PFA1	A0A0B2PFA1_GLYSO	unreviewed	Non-cyanogenic beta-glucosidase (EC 3.2.1.21) (Fragment)	glysoja_031661	Glycine soja (Wild soybean)	341	Glycosyl hydrolase 1 family
A0A0B2SD69	A0A0B2SD69_GLYSO	unreviewed	Beta-glucosidase 11 (EC 3.2.1.21)	glysoja_041676	Glycine soja (Wild soybean)	512	Glycosyl hydrolase 1 family
A0A0B2QPR9	A0A0B2QPR9_GLYSO	unreviewed	Beta-glucosidase 24 (EC 3.2.1.21)	glysoja_008785	Glycine soja (Wild soybean)	523	Glycosyl hydrolase 1 family
A0A0B2R6G1	A0A0B2R6G1_GLYSO	unreviewed	Vicianin hydrolase (EC 3.2.1.21) (Fragment)	glysoja_008525	Glycine soja (Wild soybean)	479	Glycosyl hydrolase 1 family
A0A0B2S984	A0A0B2S984_GLYSO	unreviewed	Beta-glucosidase 13 (EC 3.2.1.21)	glysoja_015261	Glycine soja (Wild soybean)	493	Glycosyl hydrolase 1 family
A0A0B2RW08	A0A0B2RW08_GLYSO	unreviewed	Putative beta-glucosidase 41 (EC 3.2.1.21)	glysoja_040145	Glycine soja (Wild soybean)	156	Glycosyl hydrolase 1 family
A0A0B2RFK5	A0A0B2RFK5_GLYSO	unreviewed	Non-cyanogenic beta-glucosidase (EC 3.2.1.21)	glysoja_005363	Glycine soja (Wild soybean)	453	Glycosyl hydrolase 1 family
A0A0B2P7N9	A0A0B2P7N9_GLYSO	unreviewed	Beta-glucosidase 6 (EC 3.2.1.21)	glysoja_031134	Glycine soja (Wild soybean)	93	Glycosyl hydrolase 1 family
A0A0B2S1N9	A0A0B2S1N9_GLYSO	unreviewed	Putative beta-glucosidase 41 (EC 3.2.1.21)	glysoja_040147	Glycine soja (Wild soybean)	110	Glycosyl hydrolase 1 family
A0A0B2QHN2	A0A0B2QHN2_GLYSO	unreviewed	Beta-glucosidase-like SFR2, chloroplastic (EC 3.2.1.21)	glysoja_019087	Glycine soja (Wild soybean)	87	Glycosyl hydrolase 1 family
A0A0B2RIG5	A0A0B2RIG5_GLYSO	unreviewed	Beta-glucosidase 47 (EC 3.2.1.21)	glysoja_010036	Glycine soja (Wild soybean)	525	Glycosyl hydrolase 1 family
A0A0B2REW1	A0A0B2REW1_GLYSO	unreviewed	Beta-glucosidase 11 (EC 3.2.1.21)	glysoja_046886	Glycine soja (Wild soybean)	518	Glycosyl hydrolase 1 family
A0A0B2QUJ4	A0A0B2QUJ4_GLYSO	unreviewed	Beta-glucosidase 24 (EC 3.2.1.21)	glysoja_010193	Glycine soja (Wild soybean)	523	Glycosyl hydrolase 1 family
B6ZKM3	B6ZKM3_9GENT	unreviewed	Beta-glucosidase	Ipeglu1	Carapichea ipecacuanha	543	Glycosyl hydrolase 1 family
Q93X78	Q93X78_VITVI	unreviewed	Beta-glucosidase (EC 3.2.1.21) (Fragment)		Vitis vinifera (Grape)	226	Glycosyl hydrolase 1 family
F6H7V7	F6H7V7_VITVI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	VIT_00s0220g00070	Vitis vinifera (Grape)	484	Glycosyl hydrolase 1 family
R0GZG2	R0GZG2_9BRAS	unreviewed	Beta-glucosidase (EC 3.2.1.21)	CARUB_v10004671mg	Capsella rubella	491	Glycosyl hydrolase 1 family
V4LAH2	V4LAH2_EUTSA	unreviewed	Beta-glucosidase (EC 3.2.1.21)	EUTSA_v10027734mg	Eutrema salsugineum (Saltwater cress) (Sisymbrium salsugineum)	490	Glycosyl hydrolase 1 family
D8S991	D8S991_SELML	unreviewed	Beta-glucosidase (EC 3.2.1.21)	SELMODRAFT_268319	Selaginella moellendorffii (Spikemoss)	497	Glycosyl hydrolase 1 family
A0A0E0N689	A0A0E0N689_ORYRU	unreviewed	Beta-glucosidase (EC 3.2.1.21)		Oryza rufipogon (Brownbeard rice) (Asian wild rice)	542	Glycosyl hydrolase 1 family
H9ZGE1	H9ZGE1_PRUDU	unreviewed	Prunasin hydrolase (EC 3.2.1.21)	Ph691	Prunus dulcis (Almond) (Amygdalus dulcis)	544	Glycosyl hydrolase 1 family
H9ZGD9	H9ZGD9_PRUDU	unreviewed	Prunasin hydrolase (EC 3.2.1.21)	Ph692	Prunus dulcis (Almond) (Amygdalus dulcis)	542	Glycosyl hydrolase 1 family
H9ZGE3	H9ZGE3_PRUDU	unreviewed	Prunasin hydrolase (EC 3.2.1.21)	Ph692	Prunus dulcis (Almond) (Amygdalus dulcis)	542	Glycosyl hydrolase 1 family
H9ZGE2	H9ZGE2_PRUDU	unreviewed	Prunasin hydrolase (EC 3.2.1.21)	Ph692	Prunus dulcis (Almond) (Amygdalus dulcis)	542	Glycosyl hydrolase 1 family
H9ZGD8	H9ZGD8_PRUDU	unreviewed	Prunasin hydrolase (EC 3.2.1.21)	Ph692	Prunus dulcis (Almond) (Amygdalus dulcis)	542	Glycosyl hydrolase 1 family
Q43014	Q43014_PRUAV	unreviewed	Beta-glucosidase (EC 3.2.1.21) (Fragment)		Prunus avium (Cherry) (Cerasus avium)	531	Glycosyl hydrolase 1 family
A0A0E0JS71	A0A0E0JS71_ORYPU	unreviewed	Beta-glucosidase (EC 3.2.1.21)		Oryza punctata (Red rice)	480	Glycosyl hydrolase 1 family
C5XFD2	C5XFD2_SORBI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	Sb03g042690 SORBIDRAFT_03g042690	Sorghum bicolor (Sorghum) (Sorghum vulgare)	608	Glycosyl hydrolase 1 family
Q9SPK3	Q9SPK3_9FABA	unreviewed	Dalcochinin 8'-O-beta-glucoside beta-glucosidase (EC 3.2.1.21)	BGLU1	Dalbergia cochinchinensis	547	Glycosyl hydrolase 1 family
W0C065	W0C065_PRUAR	unreviewed	Prunasin hydrolase (EC 3.2.1.21)		Prunus armeniaca (Apricot) (Armeniaca vulgaris)	544	Glycosyl hydrolase 1 family
A0A0D3BZC1	A0A0D3BZC1_BRAOL	unreviewed	Beta-glucosidase (EC 3.2.1.21)		Brassica oleracea var. oleracea	490	Glycosyl hydrolase 1 family
W0BZB0	W0BZB0_PRUAR	unreviewed	Prunasin hydrolase (EC 3.2.1.21)		Prunus armeniaca (Apricot) (Armeniaca vulgaris)	544	Glycosyl hydrolase 1 family
W0BUD8	W0BUD8_PRUAR	unreviewed	Prunasin hydrolase (EC 3.2.1.21)		Prunus armeniaca (Apricot) (Armeniaca vulgaris)	544	Glycosyl hydrolase 1 family
W0BWR5	W0BWR5_PRUAR	unreviewed	Prunasin hydrolase (EC 3.2.1.21)		Prunus armeniaca (Apricot) (Armeniaca vulgaris)	544	Glycosyl hydrolase 1 family
A0A0A0LHE2	A0A0A0LHE2_CUCSA	unreviewed	Beta-glucosidase (EC 3.2.1.21)	Csa_2G095930	Cucumis sativus (Cucumber)	496	Glycosyl hydrolase 1 family
A0A0D2RJD0	A0A0D2RJD0_GOSRA	unreviewed	Beta-glucosidase (EC 3.2.1.21)	B456_003G088100	Gossypium raimondii (New World cotton)	489	Glycosyl hydrolase 1 family
A0A0D2SVQ2	A0A0D2SVQ2_GOSRA	unreviewed	Beta-glucosidase (EC 3.2.1.21)	B456_007G349700	Gossypium raimondii (New World cotton)	490	Glycosyl hydrolase 1 family
V7BWU2	V7BWU2_PHAVU	unreviewed	Beta-glucosidase (EC 3.2.1.21)	PHAVU_005G035300g	Phaseolus vulgaris (Kidney bean) (French bean)	491	Glycosyl hydrolase 1 family
M1BC60	M1BC60_SOLTU	unreviewed	Beta-glucosidase (EC 3.2.1.21)	PGSC0003DMG401016246	Solanum tuberosum (Potato)	496	Glycosyl hydrolase 1 family
W8SAR2	W8SAR2_CAMSI	unreviewed	Beta-glycosidase (EC 3.2.1.21) (Fragment)		Camellia sinensis (Tea)	199	Glycosyl hydrolase 1 family
Q14QP8	Q14QP8_CAMSI	unreviewed	Beta-glucosidase-like protein (EC 3.2.1.21) (Fragment)	BGL	Camellia sinensis (Tea)	503	Glycosyl hydrolase 1 family
Q700B1	Q700B1_CICAR	unreviewed	Non-cyanogenic beta-glucosidase (EC 3.2.1.21)	Bglc-2	Cicer arietinum (Chickpea) (Garbanzo)	511	Glycosyl hydrolase 1 family
Q08IT7	Q08IT7_SOYBN	unreviewed	Isoflavone conjugate-specific beta-glucosidase	GmICHG	Glycine max (Soybean) (Glycine hispida)	514	Glycosyl hydrolase 1 family
C0PT85	C0PT85_PICSI	unreviewed	Beta-glucosidase (EC 3.2.1.21)		Picea sitchensis (Sitka spruce) (Pinus sitchensis)	508	Glycosyl hydrolase 1 family
B9HYG4	B9HYG4_POPTR	unreviewed	Beta-glucosidase (EC 3.2.1.21)	POPTR_0010s18600g	Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa)	491	Glycosyl hydrolase 1 family
K4D5D2	K4D5D2_SOLLC	unreviewed	Beta-glucosidase (EC 3.2.1.21)	Solyc11g008720.1	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	504	Glycosyl hydrolase 1 family
K3XH76	K3XH76_SETIT	unreviewed	Beta-glucosidase (EC 3.2.1.21)	Si001247m.g	Setaria italica (Foxtail millet) (Panicum italicum)	483	Glycosyl hydrolase 1 family
A0A0D6R2S3	A0A0D6R2S3_ARACU	unreviewed	Beta-glucosidase (EC 3.2.1.21)		Araucaria cunninghamii (Hoop pine) (Moreton Bay pine)	527	Glycosyl hydrolase 1 family
Q42618	Q42618_BRANA	unreviewed	Beta-glucosidase (EC 3.2.1.21)	bgl	Brassica napus (Rape)	514	Glycosyl hydrolase 1 family
A0A078HP64	A0A078HP64_BRANA	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BnaA05g12920D GSBRNA2T00066233001	Brassica napus (Rape)	490	Glycosyl hydrolase 1 family
A0A078CC24	A0A078CC24_BRANA	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BnaA04g07780D GSBRNA2T00114574001	Brassica napus (Rape)	490	Glycosyl hydrolase 1 family
A0A078HIJ6	A0A078HIJ6_BRANA	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BnaC04g30040D GSBRNA2T00064547001	Brassica napus (Rape)	490	Glycosyl hydrolase 1 family
A0A0E0FX18	A0A0E0FX18_ORYNI	unreviewed	Beta-glucosidase (EC 3.2.1.21)		Oryza nivara (Indian wild rice)	483	Glycosyl hydrolase 1 family
A0A087GTX2	A0A087GTX2_ARAAL	unreviewed	Beta-glucosidase (EC 3.2.1.21)	AALP_AA6G360500	Arabis alpina (Alpine rock-cress)	491	Glycosyl hydrolase 1 family
I1HU83	I1HU83_BRADI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BRADI2G57640	Brachypodium distachyon (Purple false brome) (Trachynia distachya)	489	Glycosyl hydrolase 1 family
U6C7K7	U6C7K7_DELGR	unreviewed	Beta-glucosidase (EC 3.2.1.21)	DgBGLU6	Delphinium grandiflorum (Siberian larkspur) (Delphinium sinense)	489	Glycosyl hydrolase 1 family
A0A067GNY9	A0A067GNY9_CITSI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	CISIN_1g011145mg	Citrus sinensis (Sweet orange) (Citrus aurantium var. sinensis)	492	Glycosyl hydrolase 1 family
Q7Y073	Q7Y073_HEVBR	unreviewed	Beta-glucosidase (EC 3.2.1.21)		Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis)	489	Glycosyl hydrolase 1 family
A0A0D3EXD4	A0A0D3EXD4_9ORYZ	unreviewed	Beta-glucosidase (EC 3.2.1.21)		Oryza barthii	483	Glycosyl hydrolase 1 family
G3LY19	G3LY19_MALDO	unreviewed	Beta-glucosidase (EC 3.2.1.21)		Malus domestica (Apple) (Pyrus malus)	535	Glycosyl hydrolase 1 family
D7MI42	D7MI42_ARALL	unreviewed	Beta-glucosidase (EC 3.2.1.21)	ARALYDRAFT_493685	Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress)	490	Glycosyl hydrolase 1 family
O24524	O24524_MANES	unreviewed	Linamarase (EC 3.2.1.21)	pLIN-GEN	Manihot esculenta (Cassava) (Jatropha manihot)	507	Glycosyl hydrolase 1 family
I0YK64	I0YK64_9CHLO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	COCSUDRAFT_38560	Coccomyxa subellipsoidea C-169	477	Glycosyl hydrolase 1 family
Q5UB04	Q5UB04_DALNI	unreviewed	Beta-glycosidase (EC 3.2.1.21) (EC 3.2.1.38)		Dalbergia nigrescens (Thai blackwood)	531	Glycosyl hydrolase 1 family
A0A0D0G809	A0A0D0G809_9BACI	unreviewed	Strain B4166 NODE_445, whole genome shotgun sequence (EC 3.2.1.21) (Strain B4167 NODE_171, whole genome shotgun sequence) (EC 3.2.1.21)	B4166_3762 B4167_2981	Bacillus thermoamylovorans	462	Glycosyl hydrolase 1 family
A0A0D0G1V9	A0A0D0G1V9_9BACI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	B4166_1387 B4167_1986	Bacillus thermoamylovorans	447	Glycosyl hydrolase 1 family
A0A0D0GGG1	A0A0D0GGG1_9BACI	unreviewed	Beta-glucosidase (EC 3.2.1.21)	B4166_2422 B4167_2102	Bacillus thermoamylovorans	447	Glycosyl hydrolase 1 family
A0A0A8VIP7	A0A0A8VIP7_YERRU	unreviewed	6-phospho-beta-glucosidase (Beta-glucosidase) (EC 3.2.1.21)	CSF007_10420 UGYR_03275	Yersinia ruckeri	461	Glycosyl hydrolase 1 family
Q9RA61	Q9RA61_THETH	unreviewed	Beta-glucosidase (EC 3.2.1.21)	bglT b-gly	Thermus thermophilus	431	Glycosyl hydrolase 1 family
V9XM14	V9XM14_BACIU	unreviewed	Beta-glucosidase (EC 3.2.1.21) (Fragment)		Bacillus subtilis	398	Glycosyl hydrolase 1 family
A0A0A8N7P7	A0A0A8N7P7_BIFLI	unreviewed	Bifunctional beta-D-glucosidase/beta-D-fucosidase (EC 3.2.1.21)	BLIC_a02075 BLIC_b02086 BLIC_c02081 BLIC_d02069 BLIC_e02099 BLIC_f02068 BLIC_g02072 BLIC_h02063	Bifidobacterium longum subsp. infantis	421	Glycosyl hydrolase 1 family
A0A0B7LNH8	A0A0B7LNH8_STREE	unreviewed	Beta-glucosidase (EC 3.2.1.21) (EC 3.2.1.86)	bglH_1 ERS019711_00920 ERS019712_00669	Streptococcus pneumoniae	471	Glycosyl hydrolase 1 family
A0A0B7L5X3	A0A0B7L5X3_STREE	unreviewed	Glycosyl hydrolase (EC 3.2.1.21) (EC 3.2.1.86)	gmuD_1 ERS019716_00433 ERS232508_00234	Streptococcus pneumoniae	459	Glycosyl hydrolase 1 family
A0A0B7LW39	A0A0B7LW39_STREE	unreviewed	Glycosyl hydrolase (EC 3.2.1.21) (EC 3.2.1.86)	gmuD_1 ERS019711_00771 ERS019712_00078 ERS019718_01210 ERS019719_01161 ERS020526_00159 ERS020539_00231 ERS069013_00004	Streptococcus pneumoniae	459	Glycosyl hydrolase 1 family
A0A0E8Z8P7	A0A0E8Z8P7_STREE	unreviewed	Glycosyl hydrolase (EC 3.2.1.21) (EC 3.2.1.86)	gmuD_1 ERS015828_00137 ERS015829_00088 ERS015830_00070 ERS015831_00041 ERS015832_00073 ERS015833_00204 ERS015834_00071 ERS015836_00153 ERS015837_00212 ERS021697_00986 ERS069324_00041 ERS069344_00041 ERS069350_00230 ERS069384_00906	Streptococcus pneumoniae	459	Glycosyl hydrolase 1 family
A0A0B7L207	A0A0B7L207_STREE	unreviewed	Glycosyl hydrolase (EC 3.2.1.21) (EC 3.2.1.86)	gmuD_1 ERS019715_01230 ERS022569_00036	Streptococcus pneumoniae	459	Glycosyl hydrolase 1 family
A0A0B7L0U8	A0A0B7L0U8_STREE	unreviewed	Beta-glucosidase (EC 3.2.1.21) (EC 3.2.1.86)	bglH_2 bglH_1 ERS019715_00659 ERS019721_01626 ERS022569_01763 ERS069013_01851	Streptococcus pneumoniae	471	Glycosyl hydrolase 1 family
A0A098Z269	A0A098Z269_STREE	unreviewed	6-phospho-beta-glucosidase (EC 3.2.1.86) (Beta-glucosidase) (EC 3.2.1.21) (EC 3.2.1.86)	bglH_2 BM49_1791 ERS019716_01992 ERS096210_01565	Streptococcus pneumoniae	471	Glycosyl hydrolase 1 family
A0A0B7LKH4	A0A0B7LKH4_STREE	unreviewed	Glycosyl hydrolase (EC 3.2.1.21) (EC 3.2.1.86)	gmuD_2 gmuD_1 ERS019717_01279 ERS019720_00223 ERS019721_00102	Streptococcus pneumoniae	459	Glycosyl hydrolase 1 family
A0A0B7KU25	A0A0B7KU25_STREE	unreviewed	Glycosyl hydrolase (EC 3.2.1.21) (EC 3.2.1.86)	gmuD_2 gmuD_1 ERS019239_00422 ERS019713_01144 ERS019714_00448 ERS020694_00067 ERS021350_00237	Streptococcus pneumoniae	459	Glycosyl hydrolase 1 family
A0A0B7KQS5	A0A0B7KQS5_STREE	unreviewed	Beta-glucosidase (EC 3.2.1.21) (EC 3.2.1.86)	bglH_2 bglH_1 ERS019713_01935 ERS019714_00971 ERS020694_01746	Streptococcus pneumoniae	471	Glycosyl hydrolase 1 family
A0A0E8ZC59	A0A0E8ZC59_STREE	unreviewed	Beta-glucosidase (EC 3.2.1.21) (EC 3.2.1.86)	bglH bglH_2 ERS015839_00702 ERS015840_00430 ERS015841_00188 ERS015842_00625 ERS015844_00187 ERS015870_00003 ERS015871_00229 ERS020525_01293 ERS020528_01820 ERS068965_00271 ERS069002_00511 ERS232508_02198	Streptococcus pneumoniae	471	Glycosyl hydrolase 1 family
A0A0D6J947	A0A0D6J947_STREE	unreviewed	Beta-glucosidase (EC 3.2.1.21) (EC 3.2.1.86)	bglH bglH_2 ERS020326_01512 ERS021350_01022 ERS445053_02118	Streptococcus pneumoniae	471	Glycosyl hydrolase 1 family
A0A0E7TKP3	A0A0E7TKP3_STREE	unreviewed	Beta-glucosidase (EC 3.2.1.21) (EC 3.2.1.86)	bglH bglH_1 ERS015828_00477 ERS015829_00366 ERS015830_01964 ERS015831_00653 ERS015832_01874 ERS015833_00498 ERS015834_01797 ERS015836_02038 ERS015837_00099 ERS021697_00317 ERS069324_00272 ERS069344_00800 ERS069384_01655	Streptococcus pneumoniae	471	Glycosyl hydrolase 1 family
A0A0E7ZVN2	A0A0E7ZVN2_STREE	unreviewed	Glycosyl hydrolase (EC 3.2.1.21) (EC 3.2.1.86)	gmuD_1 gmuD_2 ERS015839_00102 ERS015840_00490 ERS015841_00107 ERS015842_00211 ERS015844_00080 ERS015870_00141 ERS015871_00121 ERS020525_01001 ERS020528_00270 ERS068965_00082 ERS069002_00076	Streptococcus pneumoniae	459	Glycosyl hydrolase 1 family
A0A098Z4L8	A0A098Z4L8_STREE	unreviewed	Beta-glucosidase (EC 3.2.1.21) (Glycosyl hydrolase family protein) (EC 3.2.1.86)	gmuD_2 BM49_1711 ERS096210_01348	Streptococcus pneumoniae	469	Glycosyl hydrolase 1 family
A0A098Z798	A0A098Z798_STREE	unreviewed	Beta-glucosidase (EC 3.2.1.21)	Beta-glucosidase (EC 3.2.1.21) A66_00262 BM49_0151	Streptococcus pneumoniae	459	Glycosyl hydrolase 1 family
A8R876	A8R876_9FIRM	unreviewed	Aryl-phospho-beta-D-glucosidase BglH (EC 3.2.1.21) (EC 3.2.1.86)	bglH EUBDOL_00209 EUBDOL_02383	[Eubacterium] dolichum DSM 3991	478	Glycosyl hydrolase 1 family
Q8GEB3	Q8GEB3_THETH	unreviewed	Beta-glucosidase (EC 3.2.1.21)		Thermus thermophilus	431	Glycosyl hydrolase 1 family
A0A0E8GTE6	A0A0E8GTE6_YERIN	unreviewed	Beta-glucosidase (EC 3.2.1.21)	bglC ERS008485_00451	Yersinia intermedia	470	Glycosyl hydrolase 1 family
A8WAC9	A8WAC9_THETH	unreviewed	Beta-glucosidase (EC 3.2.1.21)	b-gly	Thermus thermophilus	431	Glycosyl hydrolase 1 family
Q0GA07	Q0GA07_THETH	unreviewed	Beta-glucosidase (EC 3.2.1.21)		Thermus thermophilus	431	Glycosyl hydrolase 1 family
A0A0D0LT36	A0A0D0LT36_9FLAO	unreviewed	Beta-glucosidase (EC 3.2.1.21)	RT99_10020	Flavobacterium sp. MEB061	453	Glycosyl hydrolase 1 family
Q8GEB4	Q8GEB4_THETH	unreviewed	Beta-glucosidase (EC 3.2.1.21)		Thermus thermophilus	431	Glycosyl hydrolase 1 family
K8A4I0	K8A4I0_9ENTR	unreviewed	Beta-glucosidase 6-phospho-beta-glucosidase (EC 3.2.1.21) (EC 3.2.1.86)	BN137_4025	Cronobacter condimenti 1330	489	Glycosyl hydrolase 1 family
K7ZX81	K7ZX81_9ENTR	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BN137_141	Cronobacter condimenti 1330	475	Glycosyl hydrolase 1 family
A0A0A0C667	A0A0A0C667_9CELL	unreviewed	Beta-glucosidase (EC 3.2.1.21)	N867_06170	Actinotalea fermentans ATCC 43279 = JCM 9966 = DSM 3133	501	Glycosyl hydrolase 1 family
Q2WGB4	Q2WGB4_9BACL	unreviewed	Beta-glucosidase (EC 3.2.1.21)	bglA	Paenibacillus sp. HC1	448	Glycosyl hydrolase 1 family
J1VAH8	J1VAH8_STREE	unreviewed	6-phospho-beta-glucosidase (EC 3.2.1.21)	SPAR167_0284	Streptococcus pneumoniae GA58981	459	Glycosyl hydrolase 1 family
J1UTW9	J1UTW9_STREE	unreviewed	Beta-glucosidase (EC 3.2.1.21)	bgl2 SPAR167_2109	Streptococcus pneumoniae GA58981	469	Glycosyl hydrolase 1 family
K8A1Z8	K8A1Z8_9ENTR	unreviewed	Beta-glucosidase (EC 3.2.1.21)	BN137_2953	Cronobacter condimenti 1330	461	Glycosyl hydrolase 1 family
A0A0A0C5P9	A0A0A0C5P9_9CELL	unreviewed	Beta-glucosidase (EC 3.2.1.21)	N867_08010	Actinotalea fermentans ATCC 43279 = JCM 9966 = DSM 3133	475	Glycosyl hydrolase 1 family
J1BRP7	J1BRP7_STREE	unreviewed	6-phospho-beta-glucosidase (EC 3.2.1.21)	bglA-1 SPAR167_0316	Streptococcus pneumoniae GA58981	478	Glycosyl hydrolase 1 family
A0A0A0C9G0	A0A0A0C9G0_9CELL	unreviewed	Beta-glucosidase (EC 3.2.1.21)	N867_13860	Actinotalea fermentans ATCC 43279 = JCM 9966 = DSM 3133	479	Glycosyl hydrolase 1 family
A0A0D0X8K6	A0A0D0X8K6_9ACTN	unreviewed	Beta-glucosidase (EC 3.2.1.21)	TK50_10490	Micromonospora carbonacea	477	Glycosyl hydrolase 1 family
A0A0D0WQW4	A0A0D0WQW4_9ACTN	unreviewed	Beta-glucosidase (EC 3.2.1.21)	TK50_25365	Micromonospora carbonacea	499	Glycosyl hydrolase 1 family
A0A0D0UVT1	A0A0D0UVT1_9ACTN	unreviewed	Beta-glucosidase (EC 3.2.1.21)	TK50_18100	Micromonospora carbonacea	459	Glycosyl hydrolase 1 family
A0A0D0WQU9	A0A0D0WQU9_9ACTN	unreviewed	Beta-glucosidase (EC 3.2.1.21)	TK50_25220	Micromonospora carbonacea	469	Glycosyl hydrolase 1 family
A0A022MI49	A0A022MI49_9ACTN	unreviewed	Beta-glucosidase (EC 3.2.1.21)	CF54_22190	Streptomyces sp. Tu 6176	443	Glycosyl hydrolase 1 family
